OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Sales,Total Cost,Profit,Year,Month,Profit Margin (%)
SO - 000228,Wholesale,WARE-NMK1003,2018-04-10,2018-06-15,2018-06-23,2018-06-27,USD,27,21,200,14,8,0.08,504.11,763.8,5621.568,4032.88,1588.688,2018,June,28.260584947117955
SO - 000229,In-Store,WARE-PUJ1005,2017-12-31,2018-06-15,2018-06-26,2018-07-02,USD,5,49,304,25,6,0.1,565.61,844.2,4558.680000000001,3393.66,1165.0200000000013,2018,June,25.556082023743738
SO - 000230,In-Store,WARE-XYS1001,2018-04-10,2018-06-15,2018-07-05,2018-07-14,USD,2,6,31,27,7,0.05,112.36,261.3,1737.645,786.52,951.125,2018,June,54.73643926118395
SO - 000231,Online,WARE-NBV1002,2017-12-31,2018-06-15,2018-07-06,2018-07-16,USD,19,47,71,33,2,0.05,2359.94,3999.9,7599.8099999999995,4719.88,2879.9299999999994,2018,June,37.89476315855264
SO - 000232,In-Store,WARE-UHY1004,2017-12-31,2018-06-15,2018-06-25,2018-07-03,USD,4,32,250,18,6,0.05,811.91,1112.2,6339.54,4871.46,1468.08,2018,June,23.15751616047852
SO - 000233,In-Store,WARE-NMK1003,2018-04-10,2018-06-15,2018-06-26,2018-07-04,USD,10,18,167,2,2,0.08,1843.17,2633.1,4844.904,3686.34,1158.5640000000003,2018,June,23.913043478260875
SO - 000234,Distributor,WARE-NMK1003,2017-12-31,2018-06-15,2018-07-09,2018-07-13,USD,22,8,132,4,6,0.2,631.41,1018.4,4888.32,3788.46,1099.8599999999997,2018,June,22.499754516889233
SO - 000235,In-Store,WARE-XYS1001,2018-04-10,2018-06-15,2018-06-27,2018-06-30,USD,1,24,56,21,4,0.15,3444.74,5219.3,17745.62,13778.96,3966.66,2018,June,22.352896094923704
SO - 000236,Distributor,WARE-UHY1004,2018-04-10,2018-06-15,2018-07-13,2018-07-20,USD,21,11,259,26,1,0.15,2359.94,3999.9,3399.915,2359.94,1039.975,2018,June,30.588264706617665
SO - 000237,Online,WARE-MKL1006,2018-04-10,2018-06-16,2018-06-27,2018-07-01,USD,20,50,341,25,5,0.4,1084.8,1721.9,5165.7,5424.0,-258.3000000000002,2018,June,-5.0002903769092315
SO - 000238,In-Store,WARE-NMK1003,2017-12-31,2018-06-16,2018-07-05,2018-07-12,USD,10,7,195,37,6,0.15,456.94,737.0,3758.7,2741.64,1017.06,2018,June,27.058823529411764
SO - 000239,Online,WARE-XYS1001,2018-04-10,2018-06-16,2018-07-07,2018-07-15,USD,19,2,33,40,3,0.05,695.06,1219.4,3475.29,2085.18,1390.1100000000001,2018,June,39.999827352537494
SO - 000240,In-Store,WARE-PUJ1005,2017-12-31,2018-06-16,2018-07-12,2018-07-17,USD,2,18,279,41,8,0.05,712.88,891.1,6772.36,5703.04,1069.3199999999997,2018,June,15.789473684210522
SO - 000241,In-Store,WARE-NMK1003,2018-04-10,2018-06-16,2018-07-14,2018-07-18,USD,7,28,148,9,1,0.15,743.43,978.2,831.47,743.43,88.04000000000008,2018,June,10.588475831960272
SO - 000242,In-Store,WARE-NMK1003,2018-04-10,2018-06-16,2018-07-01,2018-07-10,USD,11,47,170,17,1,0.15,1657.45,3946.3,3354.355,1657.45,1696.905,2018,June,50.588116046154916
SO - 000243,In-Store,WARE-NMK1003,2018-04-10,2018-06-16,2018-07-05,2018-07-06,USD,3,27,181,38,2,0.4,922.86,1299.8,1559.76,1845.72,-285.96000000000004,2018,June,-18.333589783043546
SO - 000244,Online,WARE-NBV1002,2018-04-10,2018-06-17,2018-07-14,2018-07-24,USD,19,21,77,12,4,0.05,2791.49,5815.6,22099.28,11165.96,10933.32,2018,June,49.47364801025192
SO - 000245,In-Store,WARE-NMK1003,2018-04-10,2018-06-17,2018-07-08,2018-07-10,USD,3,43,122,23,6,0.15,655.26,1092.1,5569.709999999999,3931.56,1638.1499999999992,2018,June,29.411764705882344
SO - 000246,Distributor,WARE-XYS1001,2018-04-10,2018-06-17,2018-07-10,2018-07-17,USD,24,42,36,18,6,0.15,643.2,1072.0,5467.2,3859.2000000000003,1607.9999999999995,2018,June,29.411764705882348
SO - 000247,Online,WARE-UHY1004,2018-04-10,2018-06-17,2018-07-08,2018-07-09,USD,17,34,217,16,5,0.05,2653.2,4020.0,19095.0,13266.0,5829.0,2018,June,30.526315789473685
SO - 000248,Online,WARE-NBV1002,2018-04-10,2018-06-17,2018-07-10,2018-07-15,USD,20,37,63,12,4,0.15,669.73,984.9,3348.66,2678.92,669.7399999999998,2018,June,20.000238901530757
SO - 000249,Distributor,WARE-MKL1006,2018-04-10,2018-06-17,2018-07-02,2018-07-04,USD,21,50,341,7,7,0.05,100.23,227.8,1514.8700000000001,701.61,813.2600000000001,2018,June,53.68513469802689
SO - 000250,In-Store,WARE-XYS1001,2017-12-31,2018-06-17,2018-06-23,2018-06-26,USD,3,17,36,35,3,0.15,3314.36,3993.2,10182.659999999998,9943.08,239.5799999999981,2018,June,2.3528233290711675
SO - 000251,Online,WARE-NMK1003,2017-12-31,2018-06-17,2018-06-29,2018-07-08,USD,12,25,163,26,4,0.08,185.72,221.1,813.648,742.88,70.76800000000003,2018,June,8.69761862623641
SO - 000252,Online,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-04,2018-07-14,USD,12,21,101,43,6,0.08,2819.63,3356.7,18528.983999999997,16917.78,1611.203999999998,2018,June,8.695587410513163
SO - 000253,In-Store,WARE-PUJ1005,2017-12-31,2018-06-18,2018-07-09,2018-07-15,USD,1,35,321,12,1,0.05,1157.22,1701.8,1616.7099999999998,1157.22,459.4899999999998,2018,June,28.42130004762758
SO - 000254,In-Store,WARE-PUJ1005,2018-04-10,2018-06-18,2018-07-08,2018-07-09,USD,3,9,276,8,3,0.15,2181.19,2566.1,6543.554999999999,6543.57,-0.015000000000327418,2018,June,-0.00022923319205427967
SO - 000255,In-Store,WARE-NMK1003,2017-12-31,2018-06-18,2018-06-22,2018-06-26,USD,6,22,101,5,4,0.05,126.03,221.1,840.18,504.12,336.05999999999995,2018,June,39.99857173462829
SO - 000256,In-Store,WARE-UHY1004,2018-04-10,2018-06-18,2018-06-30,2018-07-05,USD,5,28,248,4,1,0.1,980.21,1782.2,1603.98,980.21,623.77,2018,June,38.88888888888889
SO - 000257,Distributor,WARE-NMK1003,2017-12-31,2018-06-18,2018-07-15,2018-07-16,USD,24,41,95,35,8,0.05,801.32,2003.3,15225.079999999998,6410.56,8814.519999999997,2018,June,57.89473684210525
SO - 000258,Distributor,WARE-XYS1001,2017-12-31,2018-06-18,2018-07-09,2018-07-16,USD,20,28,33,5,5,0.08,1502.68,2385.2,10971.92,7513.400000000001,3458.5199999999995,2018,June,31.521556846932892
SO - 000259,Online,WARE-XYS1001,2018-04-10,2018-06-18,2018-07-11,2018-07-17,USD,13,22,12,21,1,0.1,1784.88,2231.1,2007.99,1784.88,223.1099999999999,2018,June,11.111111111111107
SO - 000260,In-Store,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-02,2018-07-07,USD,10,26,119,35,1,0.05,412.05,1005.0,954.75,412.05,542.7,2018,June,56.842105263157904
SO - 000261,Distributor,WARE-PUJ1005,2018-04-10,2018-06-18,2018-07-12,2018-07-19,USD,23,12,290,40,7,0.05,1939.25,2693.4,17911.109999999997,13574.75,4336.359999999997,2018,June,24.2104481520129
SO - 000262,Online,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-10,2018-07-11,USD,17,31,110,36,4,0.08,652.25,1105.5,4068.2400000000002,2609.0,1459.2400000000002,2018,June,35.86907360431047
SO - 000263,Online,WARE-NBV1002,2018-04-10,2018-06-19,2018-07-10,2018-07-17,USD,17,25,87,39,1,0.08,1088.42,1909.5,1756.74,1088.42,668.3199999999999,2018,June,38.04319364277013
SO - 000264,Distributor,WARE-NMK1003,2018-04-10,2018-06-19,2018-06-21,2018-06-26,USD,21,35,177,38,7,0.2,850.36,1118.9,6265.840000000001,5952.52,313.3200000000006,2018,June,5.000446867459121
SO - 000265,In-Store,WARE-NMK1003,2018-04-10,2018-06-19,2018-06-28,2018-07-03,USD,11,45,94,8,7,0.2,758.11,1038.5,5815.6,5306.77,508.8299999999999,2018,June,8.74939817043813
SO - 000266,In-Store,WARE-NMK1003,2017-12-31,2018-06-19,2018-06-28,2018-07-04,USD,1,19,126,19,6,0.05,4300.86,6324.8,36051.36,25805.159999999996,10246.200000000004,2018,June,28.421119203270013
SO - 000267,In-Store,WARE-XYS1001,2017-12-31,2018-06-19,2018-06-27,2018-07-01,USD,3,16,17,9,7,0.2,502.5,1005.0,5628.0,3517.5,2110.5,2018,June,37.5
SO - 000268,In-Store,WARE-NMK1003,2018-04-10,2018-06-19,2018-07-14,2018-07-17,USD,3,15,178,2,5,0.08,659.48,1293.1,5948.26,3297.4,2650.86,2018,June,44.565301449499515
SO - 000269,In-Store,WARE-NBV1002,2018-04-10,2018-06-19,2018-07-16,2018-07-26,USD,1,8,76,36,6,0.4,540.29,844.2,3039.1200000000003,3241.74,-202.61999999999944,2018,June,-6.667061517807767
SO - 000270,In-Store,WARE-PUJ1005,2018-04-10,2018-06-19,2018-07-07,2018-07-14,USD,6,27,318,1,4,0.05,195.84,247.9,942.02,783.36,158.65999999999997,2018,June,16.842529882592725
SO - 000271,Distributor,WARE-UHY1004,2017-12-31,2018-06-19,2018-06-26,2018-06-28,USD,21,12,217,21,7,0.3,139.36,174.2,853.5799999999998,975.5200000000001,-121.94000000000028,2018,June,-14.28571428571432
SO - 000272,In-Store,WARE-PUJ1005,2018-04-10,2018-06-20,2018-07-11,2018-07-17,USD,2,30,278,12,6,0.1,707.32,1025.1,5535.54,4243.92,1291.62,2018,June,23.333224942824003
SO - 000273,Distributor,WARE-MKL1006,2017-12-31,2018-06-20,2018-07-01,2018-07-06,USD,21,19,341,23,3,0.15,2301.45,3068.6,7824.929999999999,6904.349999999999,920.5799999999999,2018,June,11.76470588235294
SO - 000274,Online,WARE-NMK1003,2017-12-31,2018-06-20,2018-07-09,2018-07-11,USD,16,44,122,3,2,0.08,115.78,241.2,443.808,231.56,212.248,2018,June,47.824284375225325
SO - 000275,In-Store,WARE-NMK1003,2018-04-10,2018-06-20,2018-07-12,2018-07-17,USD,11,24,200,47,1,0.2,139.36,174.2,139.35999999999999,139.36,-2.842170943040401e-14,2018,June,-2.039445280597303e-14
SO - 000276,In-Store,WARE-XYS1001,2017-12-31,2018-06-20,2018-07-03,2018-07-13,USD,3,10,30,37,2,0.2,1804.18,2505.8,4009.2800000000007,3608.36,400.9200000000005,2018,June,9.999800462926023
SO - 000277,Distributor,WARE-UHY1004,2017-12-31,2018-06-20,2018-07-17,2018-07-20,USD,25,35,233,31,7,0.15,1637.75,2599.6,15467.62,11464.25,4003.370000000001,2018,June,25.882262429514046
SO - 000278,Online,WARE-NMK1003,2017-12-31,2018-06-20,2018-06-24,2018-06-28,USD,18,38,151,28,6,0.15,1503.48,2278.0,11617.8,9020.880000000001,2596.9199999999983,2018,June,22.352941176470576
SO - 000279,Distributor,WARE-MKL1006,2018-04-10,2018-06-21,2018-07-13,2018-07-21,USD,24,31,353,25,2,0.08,589.73,1092.1,2009.464,1179.46,830.0039999999999,2018,June,41.3047459422015
SO - 000280,Wholesale,WARE-XYS1001,2018-04-10,2018-06-21,2018-07-04,2018-07-07,USD,25,40,43,7,5,0.2,933.98,1139.0,4556.0,4669.9,-113.89999999999964,2018,June,-2.499999999999992
SO - 000281,In-Store,WARE-MKL1006,2017-12-31,2018-06-21,2018-07-02,2018-07-10,USD,4,9,339,47,2,0.15,1072.0,1675.0,2847.5,2144.0,703.5,2018,June,24.705882352941178
SO - 000282,Wholesale,WARE-UHY1004,2018-04-10,2018-06-21,2018-06-29,2018-07-02,USD,26,41,228,26,2,0.05,687.96,1011.7,1922.23,1375.92,546.31,2018,June,28.420636448291823
SO - 000283,Wholesale,WARE-NMK1003,2018-04-10,2018-06-21,2018-07-16,2018-07-21,USD,27,11,128,46,7,0.1,412.72,938.0,5909.400000000001,2889.04,3020.3600000000006,2018,June,51.11111111111112
SO - 000284,Wholesale,WARE-XYS1001,2018-04-10,2018-06-21,2018-07-16,2018-07-26,USD,28,48,55,2,8,0.05,1052.1,2566.1,19502.359999999997,8416.8,11085.559999999998,2018,June,56.84214628383436
SO - 000285,Distributor,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-16,2018-07-24,USD,24,4,177,33,5,0.1,374.53,871.0,3919.5,1872.6499999999999,2046.8500000000001,2018,June,52.22222222222223
SO - 000286,In-Store,WARE-NBV1002,2018-04-10,2018-06-22,2018-07-17,2018-07-21,USD,2,4,81,18,1,0.1,1789.7,2485.7,2237.13,1789.7,447.43000000000006,2018,June,20.000178800516736
SO - 000287,In-Store,WARE-MKL1006,2018-04-10,2018-06-22,2018-07-13,2018-07-17,USD,1,40,365,41,4,0.4,1922.9,2345.0,5628.0,7691.6,-2063.6000000000004,2018,June,-36.66666666666668
SO - 000288,Online,WARE-XYS1001,2018-04-10,2018-06-22,2018-07-12,2018-07-21,USD,15,19,48,27,2,0.05,749.66,1118.9,2125.91,1499.32,626.5899999999999,2018,June,29.473966442605754
SO - 000289,In-Store,WARE-XYS1001,2018-04-10,2018-06-22,2018-06-25,2018-07-02,USD,11,24,11,42,4,0.1,1397.62,1996.6,7187.76,5590.48,1597.2800000000007,2018,June,22.22222222222223
SO - 000290,In-Store,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-10,2018-07-20,USD,11,6,127,39,1,0.08,390.61,710.2,653.384,390.61,262.774,2018,June,40.21739130434783
SO - 000291,Online,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-15,2018-07-22,USD,13,6,201,35,4,0.05,1790.91,3979.8,15123.24,7163.64,7959.599999999999,2018,June,52.63157894736842
SO - 000292,In-Store,WARE-MKL1006,2017-12-31,2018-06-22,2018-07-11,2018-07-13,USD,8,9,339,28,3,0.08,440.79,1025.1,2829.276,1322.3700000000001,1506.9059999999997,2018,June,53.261187667799106
SO - 000293,In-Store,WARE-NMK1003,2017-12-31,2018-06-22,2018-07-04,2018-07-09,USD,3,3,198,9,7,0.2,1309.98,2519.2,14107.519999999999,9169.86,4937.659999999998,2018,June,35.00019847570656
SO - 000294,Online,WARE-NMK1003,2017-12-31,2018-06-22,2018-07-18,2018-07-25,USD,15,36,150,2,7,0.05,3471.87,5031.7,33460.805,24303.09,9157.715,2018,June,27.368483812627943
SO - 000295,Online,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-01,2018-07-04,USD,19,27,311,46,1,0.1,768.22,1829.1,1646.19,768.22,877.97,2018,June,53.33345482599214
SO - 000296,In-Store,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-16,2018-07-22,USD,5,29,304,25,5,0.08,900.48,1072.0,4931.2,4502.4,428.8000000000002,2018,June,8.695652173913047
SO - 000297,In-Store,WARE-UHY1004,2018-04-10,2018-06-23,2018-07-08,2018-07-14,USD,5,11,247,32,1,0.2,1828.3,2539.3,2031.4400000000003,1828.3,203.14000000000033,2018,June,9.99980309534125
SO - 000298,In-Store,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-11,2018-07-18,USD,11,24,265,41,1,0.08,2027.69,3899.4,3587.4480000000003,2027.69,1559.7580000000003,2018,June,43.478205119628214
SO - 000299,In-Store,WARE-MKL1006,2018-04-10,2018-06-24,2018-06-27,2018-06-30,USD,5,38,366,37,3,0.2,3380.22,5045.1,12108.240000000002,10140.66,1967.5800000000017,2018,June,16.24992567045253
SO - 000300,Online,WARE-NMK1003,2018-04-10,2018-06-24,2018-07-14,2018-07-15,USD,19,38,125,14,8,0.05,522.6,1005.0,7638.0,4180.8,3457.2,2018,June,45.263157894736835
SO - 000301,Wholesale,WARE-NMK1003,2018-04-10,2018-06-24,2018-07-10,2018-07-17,USD,27,20,182,47,7,0.1,1219.4,2438.8,15364.440000000002,8535.800000000001,6828.640000000001,2018,June,44.44444444444445
SO - 000302,In-Store,WARE-NMK1003,2018-04-10,2018-06-25,2018-07-10,2018-07-13,USD,11,46,152,24,4,0.3,2035.33,3336.6,9342.48,8141.32,1201.1599999999999,2018,June,12.856971596406948
SO - 000303,In-Store,WARE-UHY1004,2018-04-10,2018-06-25,2018-07-14,2018-07-15,USD,1,38,256,25,4,0.15,857.06,1098.8,3735.9199999999996,3428.24,307.67999999999984,2018,June,8.235722392342446
SO - 000304,Online,WARE-NBV1002,2018-04-10,2018-06-25,2018-07-18,2018-07-21,USD,19,5,66,20,2,0.08,970.43,1902.8,3501.152,1940.86,1560.2920000000001,2018,June,44.565103143194015
SO - 000305,Online,WARE-NMK1003,2017-12-31,2018-06-25,2018-07-05,2018-07-13,USD,17,32,156,33,4,0.08,2190.7,3477.3,12796.464000000002,8762.8,4033.6640000000025,2018,June,31.5217078717996
SO - 000306,Wholesale,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-13,2018-07-17,USD,26,36,200,10,1,0.1,1481.77,2599.6,2339.64,1481.77,857.8699999999999,2018,June,36.6667521499034
SO - 000307,Online,WARE-PUJ1005,2018-04-10,2018-06-26,2018-07-20,2018-07-22,USD,12,1,299,7,1,0.08,506.99,1078.7,992.4040000000001,506.99,485.4140000000001,2018,June,48.91294271284679
SO - 000308,Online,WARE-NMK1003,2017-12-31,2018-06-26,2018-07-15,2018-07-19,USD,17,22,199,31,5,0.2,533.05,1045.2,4180.8,2665.25,1515.5500000000002,2018,June,36.250239188672026
SO - 000309,Online,WARE-NMK1003,2017-12-31,2018-06-26,2018-07-19,2018-07-22,USD,15,21,157,1,2,0.05,787.92,1125.6,2138.64,1575.84,562.8,2018,June,26.31578947368421
SO - 000310,In-Store,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-16,2018-07-18,USD,1,14,187,22,8,0.05,762.8,1105.5,8401.8,6102.4,2299.3999999999996,2018,June,27.36794496417434
SO - 000311,Online,WARE-NBV1002,2017-12-31,2018-06-26,2018-07-24,2018-08-03,USD,18,50,84,46,1,0.1,1668.03,2606.3,2345.67,1668.03,677.6400000000001,2018,June,28.88897415237438
SO - 000312,Distributor,WARE-UHY1004,2018-04-10,2018-06-26,2018-07-01,2018-07-11,USD,22,41,228,25,8,0.08,95.68,227.8,1676.6080000000002,765.44,911.1680000000001,2018,June,54.3459174714662
SO - 000313,Distributor,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-20,2018-07-24,USD,22,35,180,29,7,0.05,123.95,167.5,1113.875,867.65,246.22500000000002,2018,June,22.10526315789474
SO - 000314,In-Store,WARE-UHY1004,2017-12-31,2018-06-26,2018-07-08,2018-07-11,USD,7,21,250,16,3,0.1,538.48,1145.7,3093.3900000000003,1615.44,1477.9500000000003,2018,June,47.77768079679575
SO - 000315,In-Store,WARE-PUJ1005,2018-04-10,2018-06-26,2018-07-12,2018-07-13,USD,4,37,326,36,7,0.08,2157.67,2599.6,16741.424000000003,15103.69,1637.7340000000022,2018,June,9.782525070746681
SO - 000316,Distributor,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-09,2018-07-17,USD,24,14,136,18,1,0.05,1969.8,3939.6,3742.62,1969.8,1772.82,2018,June,47.368421052631575
SO - 000317,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-18,2018-07-21,USD,2,18,112,37,8,0.08,1584.55,2881.0,21204.16,12676.4,8527.76,2018,June,40.21739130434783
SO - 000318,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-04,2018-07-06,USD,3,22,108,43,2,0.05,2003.3,3852.5,7319.75,4006.6,3313.15,2018,June,45.26315789473684
SO - 000319,Wholesale,WARE-XYS1001,2018-04-10,2018-06-27,2018-07-04,2018-07-10,USD,27,48,56,42,2,0.05,546.72,1139.0,2164.1,1093.44,1070.6599999999999,2018,June,49.47368421052631
SO - 000320,Distributor,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-06,2018-07-09,USD,23,7,195,25,4,0.05,2040.55,2519.2,9572.96,8162.2,1410.7599999999993,2018,June,14.73692567398171
SO - 000321,In-Store,WARE-NBV1002,2017-12-31,2018-06-27,2018-07-18,2018-07-23,USD,9,33,82,42,1,0.15,703.63,1192.6,1013.7099999999999,703.63,310.0799999999999,2018,June,30.588629884286426
SO - 000322,In-Store,WARE-UHY1004,2018-04-10,2018-06-27,2018-06-29,2018-07-09,USD,5,18,215,14,5,0.08,1013.04,2412.0,11095.2,5065.2,6030.000000000001,2018,June,54.34782608695653
SO - 000323,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-18,2018-07-22,USD,9,6,134,47,7,0.05,2057.57,2479.0,16485.35,14402.990000000002,2082.359999999997,2018,June,12.631578947368405
SO - 000324,Wholesale,WARE-PUJ1005,2018-04-10,2018-06-27,2018-07-13,2018-07-14,USD,26,10,322,35,7,0.1,1330.35,1956.4,12325.320000000002,9312.449999999999,3012.8700000000026,2018,June,24.44455803175903
SO - 000325,Online,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-05,2018-07-14,USD,15,4,176,42,5,0.3,722.73,1078.7,3775.45,3613.65,161.79999999999973,2018,June,4.285581851170052
SO - 000326,In-Store,WARE-NBV1002,2017-12-31,2018-06-27,2018-07-12,2018-07-22,USD,6,22,70,26,1,0.08,945.91,1212.7,1115.6840000000002,945.91,169.77400000000023,2018,June,15.217032779891099
SO - 000327,Online,WARE-UHY1004,2018-04-10,2018-06-27,2018-07-06,2018-07-13,USD,18,48,252,29,5,0.08,821.69,978.2,4499.72,4108.450000000001,391.2699999999995,2018,June,8.695429937862789
SO - 000328,In-Store,WARE-PUJ1005,2018-04-10,2018-06-27,2018-07-14,2018-07-18,USD,4,28,275,45,3,0.05,120.2,174.2,496.4699999999999,360.6,135.8699999999999,2018,June,27.367212520393963
SO - 000329,Online,WARE-UHY1004,2018-04-10,2018-06-27,2018-07-08,2018-07-12,USD,19,25,226,17,3,0.15,630.34,1125.6,2870.2799999999997,1891.02,979.2599999999998,2018,June,34.11722898114469
SO - 000330,Online,WARE-PUJ1005,2018-04-10,2018-06-28,2018-07-10,2018-07-11,USD,20,49,288,6,6,0.15,468.73,1065.3,5433.029999999999,2812.38,2620.6499999999987,2018,June,48.235514988873604
SO - 000331,Online,WARE-NBV1002,2018-04-10,2018-06-28,2018-07-16,2018-07-22,USD,15,11,60,12,5,0.08,2724.89,3892.7,17906.420000000002,13624.449999999999,4281.970000000003,2018,June,23.913043478260885
SO - 000332,Online,WARE-PUJ1005,2018-04-10,2018-06-28,2018-07-18,2018-07-26,USD,17,19,297,9,2,0.3,120.47,207.7,290.78,240.94,49.839999999999975,2018,June,17.14010592200288
SO - 000333,In-Store,WARE-NBV1002,2018-04-10,2018-06-28,2018-07-13,2018-07-18,USD,3,20,75,23,7,0.3,948.72,1185.9,5810.910000000001,6641.04,-830.1299999999992,2018,June,-14.28571428571427
SO - 000334,In-Store,WARE-MKL1006,2018-04-10,2018-06-28,2018-07-10,2018-07-17,USD,10,15,352,18,2,0.15,1629.31,2586.2,4396.54,3258.62,1137.92,2018,June,25.882170979906927
SO - 000335,In-Store,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-08,2018-07-13,USD,8,26,25,30,4,0.3,1960.42,2579.5,7222.599999999999,7841.68,-619.0800000000008,2018,June,-8.571428571428584
SO - 000336,Online,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-21,2018-07-27,USD,16,7,23,36,8,0.08,2806.5,6378.4,46945.024,22452.0,24493.023999999998,2018,June,52.17384487863932
SO - 000337,Distributor,WARE-PUJ1005,2018-04-10,2018-06-28,2018-07-03,2018-07-11,USD,24,26,292,31,7,0.2,2226.14,3008.3,16846.480000000003,15582.98,1263.5000000000036,2018,June,7.500083103413909
SO - 000338,In-Store,WARE-NMK1003,2018-04-10,2018-06-28,2018-07-25,2018-08-01,USD,11,49,140,20,3,0.08,930.36,1755.4,4844.904,2791.08,2053.8240000000005,2018,June,42.3914281892892
SO - 000339,Online,WARE-NMK1003,2017-12-31,2018-06-28,2018-07-09,2018-07-10,USD,13,28,171,14,8,0.08,740.35,1139.0,8383.04,5922.8,2460.2400000000007,2018,June,29.347826086956523
SO - 000340,In-Store,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-13,2018-07-17,USD,11,46,44,38,5,0.08,4556.4,6157.3,28323.58,22782.0,5541.580000000002,2018,June,19.565252697575662
SO - 000341,Online,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-25,2018-08-03,USD,18,33,43,40,7,0.1,1093.24,2231.1,14055.929999999998,7652.68,6403.249999999998,2018,June,45.55550575451072
SO - 000342,In-Store,WARE-NBV1002,2018-04-10,2018-06-28,2018-07-15,2018-07-18,USD,11,23,64,8,7,0.1,1859.25,2479.0,15617.7,13014.75,2602.9500000000007,2018,June,16.66666666666667
SO - 000343,Distributor,WARE-XYS1001,2018-04-10,2018-06-29,2018-07-06,2018-07-15,USD,21,35,18,10,4,0.05,4793.85,6391.8,24288.84,19175.4,5113.439999999999,2018,June,21.052631578947363
SO - 000344,Wholesale,WARE-PUJ1005,2018-04-10,2018-06-29,2018-07-19,2018-07-20,USD,27,4,263,39,2,0.05,660.62,1139.0,2164.1,1321.24,842.8599999999999,2018,June,38.94736842105263
SO - 000345,Online,WARE-NMK1003,2018-04-10,2018-06-29,2018-07-01,2018-07-08,USD,20,38,196,36,3,0.1,1681.03,2586.2,6982.74,5043.09,1939.6499999999996,2018,June,27.777777777777775
SO - 000346,In-Store,WARE-UHY1004,2018-04-10,2018-06-29,2018-07-04,2018-07-08,USD,1,36,206,35,4,0.05,1871.71,3899.4,14817.72,7486.84,7330.879999999999,2018,June,49.473738199938985
SO - 000347,In-Store,WARE-NBV1002,2018-04-10,2018-06-29,2018-07-24,2018-07-29,USD,8,25,80,43,8,0.05,599.38,951.4,7230.639999999999,4795.04,2435.5999999999995,2018,June,33.684431806866336
